0.000000000000000000e+00,3.000000000000000000e+02,3.244754434315989897e+02
5.000000000000000278e-02,2.500000000000000000e+02,3.194040559780939361e+02
1.000000000000000056e-01,2.500000000000000000e+02,3.147341076001228544e+02
1.500000000000000222e-01,2.500000000000000000e+02,3.105293715759122506e+02
2.000000000000000111e-01,2.500000000000000000e+02,3.067979939996999406e+02
2.500000000000000000e-01,2.500000000000000000e+02,3.035179195411577098e+02
3.000000000000000444e-01,2.598880388839849616e+02,3.016191383858694621e+02
3.500000000000000333e-01,2.741487610143809661e+02,3.013589210018236599e+02
4.000000000000000222e-01,2.738041235126348170e+02,3.010998929806365823e+02
4.500000000000000111e-01,2.739722394267044479e+02,3.008919575285012797e+02
5.000000000000000000e-01,2.740889663583149058e+02,3.007234484718180738e+02
5.500000000000000444e-01,2.741823194564676101e+02,3.005869316737382633e+02
6.000000000000000888e-01,2.742562639613951205e+02,3.004763170306695201e+02
6.500000000000000222e-01,2.743146672549979144e+02,3.003866798059865459e+02
7.000000000000000666e-01,2.743605924834543544e+02,3.003140337252881977e+02
7.500000000000000000e-01,2.743964964289238537e+02,3.002551502431833228e+02
8.000000000000000444e-01,2.744243664351259326e+02,3.002074158066465657e+02
8.500000000000000888e-01,2.744457950529365462e+02,3.001687137917904238e+02
9.000000000000000222e-01,2.744620655522219295e+02,3.001373298729524777e+02
9.500000000000000666e-01,2.744742123824785267e+02,3.001118754509105315e+02
1.000000000000000000e+00,2.744830696872749058e+02,3.000912256964541598e+02
1.050000000000000044e+00,2.744893101231504602e+02,3.000744693899859499e+02
1.100000000000000089e+00,2.744934761676067296e+02,3.000608683669668721e+02
1.150000000000000133e+00,2.744960047193526407e+02,3.000498246023039428e+02
1.200000000000000178e+00,2.744972477089680183e+02,3.000408535905614826e+02
1.250000000000000000e+00,2.744974883934469290e+02,3.000335627952687219e+02
1.300000000000000044e+00,2.744969544136085347e+02,3.000276341829117541e+02
1.350000000000000089e+00,2.744958284460907407e+02,3.000228100753243439e+02
1.400000000000000133e+00,2.744942568167024888e+02,3.000188816891985653e+02
1.450000000000000178e+00,2.744923564715829798e+02,3.000156798520902157e+02
1.500000000000000000e+00,2.744902206208682287e+02,3.000130674814393501e+02
1.550000000000000044e+00,2.744879233084974999e+02,3.000109334917498245e+02
1.600000000000000089e+00,2.744855231127851880e+02,3.000091878587180645e+02
1.650000000000000133e+00,2.744830661430049190e+02,3.000077576206120966e+02
1.700000000000000178e+00,2.744805884657663455e+02,3.000065836389517244e+02
1.750000000000000000e+00,2.744781180692193630e+02,3.000056179743102689e+02
1.800000000000000044e+00,2.744756764527975292e+02,3.000048217604474416e+02
1.850000000000000089e+00,2.744732799134220045e+02,3.000041634821526486e+02
1.900000000000000133e+00,2.744709405856779085e+02,3.000036175801387799e+02
1.950000000000000178e+00,2.744686672826147742e+02,3.000031633208827202e+02
2.000000000000000000e+00,2.744664661749703782e+02,3.000027838811014931e+02
2.050000000000000266e+00,2.744643413394439335e+02,3.000024656060989514e+02
2.100000000000000089e+00,2.744622952009137293e+02,3.000021974093868948e+02
2.149999999999999911e+00,2.744603288839647348e+02,3.000019702852944761e+02
2.200000000000000178e+00,2.744584425064832658e+02,3.000017769145538864e+02
2.250000000000000000e+00,2.744566354121298559e+02,3.000016113453553430e+02
2.300000000000000266e+00,2.744549063507677715e+02,3.000014687345537823e+02
2.350000000000000089e+00,2.744532536266751777e+02,3.000013451380201559e+02
2.400000000000000355e+00,2.744516752168216271e+02,3.000012373407918176e+02
2.450000000000000178e+00,2.744501688650396432e+02,3.000011427194566522e+02
2.500000000000000000e+00,2.744487321567794993e+02,3.000010591306486845e+02
2.550000000000000266e+00,2.744473625781889723e+02,3.000009848206956917e+02
2.600000000000000089e+00,2.744460575625490151e+02,3.000009183524006744e+02
2.650000000000000355e+00,2.744448145265272956e+02,3.000008585456974970e+02
2.700000000000000178e+00,2.744436308982997161e+02,3.000008044295538525e+02
2.750000000000000000e+00,2.744425041390558704e+02,3.000007552029778140e+02
2.800000000000000266e+00,2.744414317592786006e+02,3.000007102034024911e+02
2.850000000000000089e+00,2.744404113308135038e+02,3.000006688810473179e+02
2.900000000000000355e+00,2.744394404955864957e+02,3.000006307781216037e+02
2.950000000000000178e+00,2.744385169716537121e+02,3.000005955119493706e+02
3.000000000000000000e+00,2.744376385571603123e+02,3.000005627612751482e+02
3.050000000000000266e+00,2.744368031326132495e+02,3.000005322551434688e+02
3.100000000000000089e+00,2.744360086618716537e+02,3.000005037638652539e+02
3.150000000000000355e+00,2.744352531921309719e+02,3.000004770916783059e+02
3.200000000000000178e+00,2.744345348531026616e+02,3.000004520707755660e+02
3.250000000000000000e+00,2.744338518556373856e+02,3.000004282889505021e+02
3.300000000000000266e+00,2.744332055009735996e+02,3.000004061954875283e+02
3.350000000000000089e+00,2.744325882263925678e+02,3.000003853564825818e+02
3.400000000000000355e+00,2.744320015024028407e+02,3.000003656890123125e+02
3.450000000000000178e+00,2.744314437260075010e+02,3.000003471080320310e+02
3.500000000000000000e+00,2.744309134857536492e+02,3.000003295382502984e+02
3.550000000000000266e+00,2.744304094323551908e+02,3.000003129121818120e+02
3.600000000000000089e+00,2.744299302808898915e+02,3.000002971690005893e+02
3.650000000000000355e+00,2.744294748079252031e+02,3.000002822535780069e+02
3.700000000000000178e+00,2.744290418488818659e+02,3.000002681156899484e+02
3.750000000000000000e+00,2.744286302954392909e+02,3.000002547093594671e+02
3.800000000000000266e+00,2.744282390930179076e+02,3.000002419923121693e+02
3.850000000000000089e+00,2.744278672383225626e+02,3.000002299255207276e+02
3.900000000000000355e+00,2.744275137769830621e+02,3.000002184728249972e+02
3.950000000000000178e+00,2.744271778012654863e+02,3.000002076006120433e+02
4.000000000000000000e+00,2.744268584478760999e+02,3.000001972775452259e+02
4.049999999999999822e+00,2.744265548958613294e+02,3.000001874743358030e+02
4.100000000000000533e+00,2.744262663645756106e+02,3.000001781635465932e+02
4.150000000000000355e+00,2.744259921117511567e+02,3.000001693194243444e+02
4.200000000000000178e+00,2.744257314316408838e+02,3.000001609177530781e+02
4.250000000000000000e+00,2.744254836532648483e+02,3.000001529357296590e+02
4.299999999999999822e+00,2.744252481387022158e+02,3.000001453518519270e+02
4.350000000000000533e+00,2.744250242814940748e+02,3.000001381458217224e+02
4.400000000000000355e+00,2.744248115051045716e+02,3.000001312984591095e+02
4.450000000000000178e+00,2.744246092614519625e+02,3.000001247916247848e+02
4.500000000000000000e+00,2.744244170295210097e+02,3.000001186081519222e+02
4.549999999999999822e+00,2.744242343140261937e+02,3.000001127317828491e+02
4.600000000000000533e+00,2.744240606441582599e+02,3.000001071471136243e+02
4.650000000000000355e+00,2.744238955723697586e+02,3.000001018395418555e+02
4.700000000000000178e+00,2.744237386732363007e+02,3.000000967952196902e+02
4.750000000000000000e+00,2.744235895423648230e+02,3.000000920010106142e+02
4.800000000000000711e+00,2.744234477953547184e+02,3.000000874444489227e+02
4.850000000000000533e+00,2.744233130668153535e+02,3.000000831137030559e+02
4.900000000000000355e+00,2.744231850094225820e+02,3.000000789975402995e+02
4.950000000000000178e+00,2.744230632930340903e+02,3.000000750852950659e+02
5.000000000000000000e+00,2.744229476038352118e+02,3.000000713668391086e+02
5.050000000000000711e+00,3.500000000000000000e+02,3.074031801395490788e+02
5.100000000000000533e+00,3.500000000000000000e+02,3.139627550835440957e+02
5.150000000000000355e+00,2.860994330448755818e+02,3.135193338445350264e+02
5.200000000000000178e+00,2.931880607019879790e+02,3.138249269234812573e+02
5.250000000000000000e+00,2.927419434801396960e+02,3.140588542695468277e+02
5.300000000000000711e+00,2.924846466230255828e+02,3.142467802450220233e+02
5.350000000000000533e+00,2.922721812805347668e+02,3.143974972130063179e+02
5.400000000000000355e+00,2.920985874245698710e+02,3.145183119028188230e+02
5.450000000000000178e+00,2.919568505783406067e+02,3.146151120131972334e+02
5.500000000000000000e+00,2.918411559432086051e+02,3.146926390271336800e+02
5.550000000000000711e+00,2.917466866283079980e+02,3.147547070430312033e+02
5.600000000000000533e+00,2.916694779370712922e+02,3.148043813136329732e+02
5.650000000000000355e+00,2.916062827435025611e+02,3.148441233359185958e+02
5.700000000000000178e+00,2.915544523955786076e+02,3.148759084944634310e+02
5.750000000000000000e+00,2.915118332100527141e+02,3.149013212117496892e+02
5.800000000000000711e+00,2.914766782944989814e+02,3.149216317565185363e+02
5.850000000000000533e+00,2.914475734490673062e+02,3.149378581658884286e+02
5.900000000000000355e+00,2.914233753346012463e+02,3.149508160713217535e+02
5.950000000000000178e+00,2.914031605993732796e+02,3.149611587670873973e+02
6.000000000000000000e+00,2.913861840969303785e+02,3.149694094045419206e+02
6.050000000000000711e+00,2.913718447243450100e+02,3.149759868375892324e+02
6.100000000000000533e+00,2.913596576316418805e+02,3.149812263592039017e+02
6.150000000000000355e+00,2.913492316824567752e+02,3.149853963309308824e+02
6.200000000000000178e+00,2.913402512177696053e+02,3.149887115135455247e+02
6.250000000000000000e+00,2.913324613294715277e+02,3.149913437498311168e+02
6.300000000000000711e+00,2.913256559862638255e+02,3.149934305231564622e+02
6.350000000000000533e+00,2.913196684708688053e+02,3.149950818127354637e+02
6.400000000000000355e+00,2.913143636858616787e+02,3.149963855835663367e+02
6.450000000000000178e+00,2.913096319674301071e+02,3.149974121823042310e+02
