time,u,y
3.883883883883883925e+01,2.930000000000000000e+02,3.153727127463828879e+02
3.893893893893893932e+01,2.930000000000000000e+02,3.154132064038241765e+02
3.903903903903903938e+01,2.930000000000000000e+02,3.152353606482025725e+02
3.913913913913913944e+01,2.930000000000000000e+02,3.154175722925699006e+02
3.923923923923923951e+01,2.930000000000000000e+02,3.154630734878480212e+02
3.933933933933933957e+01,2.930000000000000000e+02,3.155816269916703618e+02
3.943943943943943964e+01,2.930000000000000000e+02,3.157211373288972709e+02
3.953953953953953970e+01,2.930000000000000000e+02,3.156524149224250095e+02
3.963963963963963977e+01,2.930000000000000000e+02,3.155813698167279995e+02
3.973973973973973983e+01,2.930000000000000000e+02,3.155896896248752910e+02
3.983983983983983990e+01,2.930000000000000000e+02,3.156592620004008722e+02
3.993993993993993996e+01,2.930000000000000000e+02,3.155723462149142051e+02
4.004004004004004003e+01,2.930000000000000000e+02,3.156049206523591693e+02
4.014014014014014009e+01,2.930000000000000000e+02,3.155210897782292250e+02
4.024024024024024015e+01,2.930000000000000000e+02,3.155432703824349687e+02
4.034034034034034022e+01,2.930000000000000000e+02,3.156524969288992679e+02
4.044044044044044028e+01,2.930000000000000000e+02,3.155322970726252834e+02
4.054054054054054035e+01,2.930000000000000000e+02,3.155828237825497808e+02
4.064064064064064041e+01,2.930000000000000000e+02,3.157254539087572880e+02
4.074074074074074048e+01,2.930000000000000000e+02,3.156250341958519243e+02
4.084084084084084054e+01,2.930000000000000000e+02,3.156085169735375189e+02
4.094094094094094061e+01,2.930000000000000000e+02,3.157208046086575450e+02
4.104104104104104067e+01,2.930000000000000000e+02,3.157651101828136007e+02
4.114114114114114074e+01,2.930000000000000000e+02,3.155879086874835480e+02
4.124124124124124080e+01,2.930000000000000000e+02,3.155079876375444314e+02
4.134134134134134086e+01,2.930000000000000000e+02,3.155599070078041564e+02
4.144144144144144093e+01,2.930000000000000000e+02,3.155261077007928634e+02
4.154154154154154099e+01,2.930000000000000000e+02,3.154167257203018266e+02
4.164164164164164106e+01,2.930000000000000000e+02,3.155252293914338679e+02
4.174174174174174112e+01,2.930000000000000000e+02,3.156610207613007333e+02
4.184184184184184119e+01,2.930000000000000000e+02,3.157573718366243725e+02
4.194194194194194125e+01,2.930000000000000000e+02,3.157708224296051753e+02
4.204204204204204132e+01,2.930000000000000000e+02,3.158512717255678126e+02
4.214214214214214138e+01,2.930000000000000000e+02,3.158341966620810695e+02
4.224224224224224145e+01,2.930000000000000000e+02,3.158103519141164952e+02
4.234234234234234151e+01,2.930000000000000000e+02,3.158686363927162688e+02
4.244244244244244157e+01,2.930000000000000000e+02,3.158156307090079622e+02
4.254254254254254164e+01,2.930000000000000000e+02,3.157768228452349604e+02
4.264264264264264170e+01,2.930000000000000000e+02,3.158759082713187922e+02
4.274274274274274887e+01,2.930000000000000000e+02,3.159479151294759731e+02
4.284284284284284894e+01,2.930000000000000000e+02,3.157527257644475185e+02
4.294294294294294900e+01,2.930000000000000000e+02,3.156409009731470405e+02
4.304304304304304907e+01,2.930000000000000000e+02,3.155262791464401744e+02
4.314314314314314913e+01,2.930000000000000000e+02,3.154714079169208958e+02
4.324324324324324920e+01,2.930000000000000000e+02,3.156895627319701703e+02
4.334334334334334926e+01,2.930000000000000000e+02,3.156223364610767703e+02
4.344344344344344933e+01,2.930000000000000000e+02,3.154370917304934778e+02
4.354354354354354939e+01,2.930000000000000000e+02,3.154688535945921899e+02
4.364364364364364945e+01,2.930000000000000000e+02,3.154420144924532110e+02
4.374374374374374952e+01,2.930000000000000000e+02,3.156799043406941223e+02
4.384384384384384958e+01,2.930000000000000000e+02,3.156084046100850742e+02
4.394394394394394965e+01,2.930000000000000000e+02,3.157438490345598439e+02
4.404404404404404971e+01,2.930000000000000000e+02,3.155593717221836414e+02
4.414414414414414978e+01,2.930000000000000000e+02,3.155763946107893503e+02
4.424424424424424984e+01,2.930000000000000000e+02,3.157146649607730069e+02
4.434434434434434991e+01,2.930000000000000000e+02,3.156782294438489203e+02
4.444444444444444997e+01,2.930000000000000000e+02,3.155618077288322070e+02
4.454454454454455004e+01,2.930000000000000000e+02,3.156125874732929901e+02
4.464464464464465010e+01,2.930000000000000000e+02,3.157545544845492032e+02
4.474474474474475016e+01,2.930000000000000000e+02,3.156408496927986675e+02
4.484484484484485023e+01,2.930000000000000000e+02,3.155169714881366758e+02
4.494494494494495029e+01,2.930000000000000000e+02,3.155273241250291676e+02
4.504504504504505036e+01,2.930000000000000000e+02,3.154520444183351060e+02
4.514514514514515042e+01,2.930000000000000000e+02,3.154213213234575619e+02
4.524524524524525049e+01,2.930000000000000000e+02,3.155914065484917046e+02
4.534534534534535055e+01,2.930000000000000000e+02,3.156422875804483397e+02
4.544544544544545062e+01,2.930000000000000000e+02,3.157227151188142216e+02
4.554554554554555068e+01,2.930000000000000000e+02,3.157096991889675337e+02
4.564564564564565075e+01,2.930000000000000000e+02,3.157412229028468005e+02
4.574574574574575081e+01,2.930000000000000000e+02,3.157092896036566003e+02
4.584584584584585087e+01,2.930000000000000000e+02,3.154133478736434313e+02
4.594594594594595094e+01,2.930000000000000000e+02,3.155494701707096397e+02
4.604604604604605100e+01,2.930000000000000000e+02,3.154623290916705969e+02
4.614614614614615107e+01,2.930000000000000000e+02,3.154118439891200296e+02
4.624624624624625113e+01,2.930000000000000000e+02,3.154393289511256171e+02
4.634634634634635120e+01,2.930000000000000000e+02,3.155283178942891595e+02
4.644644644644645126e+01,2.930000000000000000e+02,3.155825066392014264e+02
4.654654654654655133e+01,2.930000000000000000e+02,3.155775261004814070e+02
4.664664664664665139e+01,2.930000000000000000e+02,3.155428954280771450e+02
4.674674674674675146e+01,2.930000000000000000e+02,3.155862336926594480e+02
4.684684684684685152e+01,2.930000000000000000e+02,3.154873807428322721e+02
4.694694694694695158e+01,2.930000000000000000e+02,3.154900340096274363e+02
4.704704704704705165e+01,2.930000000000000000e+02,3.156458117162457597e+02
4.714714714714715171e+01,2.930000000000000000e+02,3.156235937866153449e+02
4.724724724724725178e+01,2.930000000000000000e+02,3.156715971343035676e+02
4.734734734734735184e+01,2.930000000000000000e+02,3.154674978656501594e+02
4.744744744744745191e+01,2.930000000000000000e+02,3.155378065378659471e+02
4.754754754754755197e+01,2.930000000000000000e+02,3.156314615845679441e+02
4.764764764764765204e+01,2.930000000000000000e+02,3.156439011552393481e+02
4.774774774774775210e+01,2.930000000000000000e+02,3.156371698666350767e+02
4.784784784784785217e+01,2.930000000000000000e+02,3.157482225976753512e+02
4.794794794794795223e+01,2.930000000000000000e+02,3.157003721320832597e+02
4.804804804804805229e+01,2.930000000000000000e+02,3.157245814594683679e+02
4.814814814814815236e+01,2.930000000000000000e+02,3.158320330007120447e+02
4.824824824824825242e+01,2.930000000000000000e+02,3.159055290945065622e+02
4.834834834834835249e+01,2.930000000000000000e+02,3.159642090168545678e+02
4.844844844844845255e+01,2.930000000000000000e+02,3.159272438791387572e+02
4.854854854854855262e+01,2.930000000000000000e+02,3.159163864655180305e+02
4.864864864864865268e+01,2.930000000000000000e+02,3.159973598821095493e+02
4.874874874874875275e+01,2.930000000000000000e+02,3.159115647526431303e+02
4.884884884884885281e+01,2.930000000000000000e+02,3.158815005138645233e+02
4.894894894894895288e+01,2.930000000000000000e+02,3.158412160299599236e+02
4.904904904904905294e+01,2.930000000000000000e+02,3.157987081809428105e+02
4.914914914914915300e+01,2.930000000000000000e+02,3.157430935438866300e+02
4.924924924924925307e+01,2.930000000000000000e+02,3.156479612038547771e+02
4.934934934934935313e+01,2.930000000000000000e+02,3.156981506414336422e+02
4.944944944944945320e+01,2.930000000000000000e+02,3.156163137704369319e+02
4.954954954954955326e+01,2.930000000000000000e+02,3.157882282569862014e+02
4.964964964964965333e+01,2.930000000000000000e+02,3.158045674738823436e+02
4.974974974974975339e+01,2.930000000000000000e+02,3.158571660490155750e+02
4.984984984984985346e+01,2.930000000000000000e+02,3.158493578756031184e+02
4.994994994994995352e+01,2.930000000000000000e+02,3.157420420912982877e+02
5.005005005005005358e+01,2.960000000000000000e+02,3.163200355380950555e+02
5.015015015015015365e+01,2.960000000000000000e+02,3.166370958469643710e+02
5.025025025025025371e+01,2.960000000000000000e+02,3.170472784100614376e+02
5.035035035035035378e+01,2.960000000000000000e+02,3.173433210561930196e+02
5.045045045045045384e+01,2.960000000000000000e+02,3.175358439114862676e+02
5.055055055055055391e+01,2.960000000000000000e+02,3.178061053990848563e+02
5.065065065065065397e+01,2.960000000000000000e+02,3.179176985625520615e+02
5.075075075075075404e+01,2.960000000000000000e+02,3.180423800852290697e+02
5.085085085085085410e+01,2.960000000000000000e+02,3.182120637609216942e+02
5.095095095095095417e+01,2.960000000000000000e+02,3.183316333919017893e+02
5.105105105105105423e+01,2.960000000000000000e+02,3.183695298816073205e+02
5.115115115115115429e+01,2.960000000000000000e+02,3.184515675802910550e+02
5.125125125125125436e+01,2.960000000000000000e+02,3.184267575513719635e+02
5.135135135135135442e+01,2.960000000000000000e+02,3.184704396588152804e+02
5.145145145145145449e+01,2.960000000000000000e+02,3.186935122577325501e+02
5.155155155155155455e+01,2.960000000000000000e+02,3.186422659185457746e+02
5.165165165165165462e+01,2.960000000000000000e+02,3.186722317350091771e+02
5.175175175175175468e+01,2.960000000000000000e+02,3.185757682790559215e+02
5.185185185185185475e+01,2.960000000000000000e+02,3.185679847094826300e+02
5.195195195195195481e+01,2.960000000000000000e+02,3.187179667309359274e+02
5.205205205205205488e+01,2.960000000000000000e+02,3.187545961770453005e+02
5.215215215215215494e+01,2.960000000000000000e+02,3.186665229873348153e+02
5.225225225225225500e+01,2.960000000000000000e+02,3.187214483483783170e+02
5.235235235235235507e+01,2.960000000000000000e+02,3.187675210257881417e+02
5.245245245245245513e+01,2.960000000000000000e+02,3.186378634936617686e+02
5.255255255255255520e+01,2.960000000000000000e+02,3.186406785759864420e+02
5.265265265265265526e+01,2.960000000000000000e+02,3.186336683713133198e+02
5.275275275275275533e+01,2.960000000000000000e+02,3.187504680115489464e+02
5.285285285285285539e+01,2.960000000000000000e+02,3.190083156640229731e+02
5.295295295295295546e+01,2.960000000000000000e+02,3.190764993939350234e+02
5.305305305305305552e+01,2.960000000000000000e+02,3.190402558945601754e+02
5.315315315315315559e+01,2.960000000000000000e+02,3.189716589885612734e+02
5.325325325325325565e+01,2.960000000000000000e+02,3.189069997261070739e+02
5.335335335335335571e+01,2.960000000000000000e+02,3.189762125481743738e+02
5.345345345345345578e+01,2.960000000000000000e+02,3.190997508101469293e+02
5.355355355355355584e+01,2.960000000000000000e+02,3.191208480442076620e+02
5.365365365365365591e+01,2.960000000000000000e+02,3.192737563979804349e+02
5.375375375375375597e+01,2.960000000000000000e+02,3.191902092536454347e+02
5.385385385385385604e+01,2.960000000000000000e+02,3.189823227320194405e+02
5.395395395395395610e+01,2.960000000000000000e+02,3.189974616888833339e+02
5.405405405405405617e+01,2.960000000000000000e+02,3.189642249065369128e+02
5.415415415415415623e+01,2.960000000000000000e+02,3.190704300602653234e+02
5.425425425425425630e+01,2.960000000000000000e+02,3.190114825342269000e+02
5.435435435435435636e+01,2.960000000000000000e+02,3.188063825522536945e+02
5.445445445445445642e+01,2.960000000000000000e+02,3.186419226734948893e+02
5.455455455455455649e+01,2.960000000000000000e+02,3.186575385529117739e+02
5.465465465465465655e+01,2.960000000000000000e+02,3.186505699394921294e+02
5.475475475475475662e+01,2.960000000000000000e+02,3.185747517608594990e+02
5.485485485485485668e+01,2.960000000000000000e+02,3.187699749872130610e+02
5.495495495495495675e+01,2.960000000000000000e+02,3.188230314355295718e+02
5.505505505505505681e+01,2.960000000000000000e+02,3.187743994973812960e+02
5.515515515515515688e+01,2.960000000000000000e+02,3.187328133610902228e+02
5.525525525525525694e+01,2.960000000000000000e+02,3.185632343915453930e+02
5.535535535535535701e+01,2.960000000000000000e+02,3.185762138148224949e+02
5.545545545545545707e+01,2.960000000000000000e+02,3.185954688385065765e+02
5.555555555555555713e+01,2.960000000000000000e+02,3.186790277875026050e+02
5.565565565565565720e+01,2.960000000000000000e+02,3.186848461247331556e+02
5.575575575575575726e+01,2.960000000000000000e+02,3.186312391424264661e+02
5.585585585585585733e+01,2.960000000000000000e+02,3.185771825728637623e+02
5.595595595595595739e+01,2.960000000000000000e+02,3.185343948980520850e+02
5.605605605605605746e+01,2.960000000000000000e+02,3.184977819779259676e+02
5.615615615615615752e+01,2.960000000000000000e+02,3.184620397306007362e+02
5.625625625625625759e+01,2.960000000000000000e+02,3.185183127167036332e+02
5.635635635635635765e+01,2.960000000000000000e+02,3.184574672427839914e+02
5.645645645645645772e+01,2.960000000000000000e+02,3.184781007109395432e+02
5.655655655655655778e+01,2.960000000000000000e+02,3.186610210452931824e+02
5.665665665665665784e+01,2.960000000000000000e+02,3.187328779610833749e+02
5.675675675675675791e+01,2.960000000000000000e+02,3.188543756822487580e+02
5.685685685685685797e+01,2.960000000000000000e+02,3.188010137950647049e+02
5.695695695695695804e+01,2.960000000000000000e+02,3.187694672513272280e+02
5.705705705705705810e+01,2.960000000000000000e+02,3.186775302065917117e+02
5.715715715715715817e+01,2.960000000000000000e+02,3.188034648618711913e+02
5.725725725725725823e+01,2.960000000000000000e+02,3.187108080080643049e+02
5.735735735735735830e+01,2.960000000000000000e+02,3.188978115209605448e+02
5.745745745745745836e+01,2.960000000000000000e+02,3.187445094246892836e+02
5.755755755755755843e+01,2.960000000000000000e+02,3.187805099258517316e+02
5.765765765765765849e+01,2.960000000000000000e+02,3.188007406632514176e+02
5.775775775775775855e+01,2.960000000000000000e+02,3.187780881236975006e+02
5.785785785785785862e+01,2.960000000000000000e+02,3.189121775238886016e+02
5.795795795795795868e+01,2.960000000000000000e+02,3.186954192600375677e+02
5.805805805805805875e+01,2.960000000000000000e+02,3.188150810529562023e+02
5.815815815815815881e+01,2.960000000000000000e+02,3.187928360422000651e+02
5.825825825825825888e+01,2.960000000000000000e+02,3.186603841000325588e+02
5.835835835835835894e+01,2.960000000000000000e+02,3.187479757403644953e+02
5.845845845845845901e+01,2.960000000000000000e+02,3.187482856736488088e+02
5.855855855855855907e+01,2.960000000000000000e+02,3.186408334650403162e+02
5.865865865865865914e+01,2.960000000000000000e+02,3.185349256058592573e+02
5.875875875875875920e+01,2.960000000000000000e+02,3.185449768737342993e+02
5.885885885885885926e+01,2.960000000000000000e+02,3.186053949901905185e+02
5.895895895895895933e+01,2.960000000000000000e+02,3.186655354144124317e+02
5.905905905905905939e+01,2.960000000000000000e+02,3.187895306819453936e+02
5.915915915915915946e+01,2.960000000000000000e+02,3.186982516779665389e+02
5.925925925925925952e+01,2.960000000000000000e+02,3.187147497628376982e+02
5.935935935935935959e+01,2.960000000000000000e+02,3.187637791610843010e+02
5.945945945945945965e+01,2.960000000000000000e+02,3.187654503893767242e+02
5.955955955955955972e+01,2.960000000000000000e+02,3.188636206416641130e+02
5.965965965965965978e+01,2.960000000000000000e+02,3.189261368700349522e+02
5.975975975975975985e+01,2.960000000000000000e+02,3.188926005929637881e+02
5.985985985985986702e+01,2.960000000000000000e+02,3.190239706667052815e+02
5.995995995995996708e+01,2.960000000000000000e+02,3.191055444234485776e+02
6.006006006006006714e+01,2.960000000000000000e+02,3.190180334255886692e+02
6.016016016016016721e+01,2.960000000000000000e+02,3.190086450159167271e+02
6.026026026026026727e+01,2.960000000000000000e+02,3.191715441943238147e+02
6.036036036036036734e+01,2.960000000000000000e+02,3.191542024726702493e+02
6.046046046046046740e+01,2.960000000000000000e+02,3.191817521203873298e+02
6.056056056056056747e+01,2.960000000000000000e+02,3.192080305810341088e+02
6.066066066066066753e+01,2.960000000000000000e+02,3.190779490617805436e+02
6.076076076076076760e+01,2.960000000000000000e+02,3.189830778328887391e+02
6.086086086086086766e+01,2.960000000000000000e+02,3.190107579350236051e+02
6.096096096096096772e+01,2.960000000000000000e+02,3.190696464422680947e+02
6.106106106106106779e+01,2.960000000000000000e+02,3.191193644798149194e+02
6.116116116116116785e+01,2.960000000000000000e+02,3.190719046884887007e+02
6.126126126126126792e+01,2.960000000000000000e+02,3.188254703911127876e+02
6.136136136136136798e+01,2.960000000000000000e+02,3.187972598414066283e+02
6.146146146146146805e+01,2.960000000000000000e+02,3.186709694283306931e+02
6.156156156156156811e+01,2.960000000000000000e+02,3.187272005358521483e+02
6.166166166166166818e+01,2.960000000000000000e+02,3.188574626320377661e+02
6.176176176176176824e+01,2.960000000000000000e+02,3.187743921446341346e+02
6.186186186186186831e+01,2.960000000000000000e+02,3.186685200364918842e+02
6.196196196196196837e+01,2.960000000000000000e+02,3.186943206613271400e+02
6.206206206206206843e+01,2.960000000000000000e+02,3.187068593246560226e+02
6.216216216216216850e+01,2.960000000000000000e+02,3.186327343677269823e+02
6.226226226226226856e+01,2.960000000000000000e+02,3.187882488782693713e+02
6.236236236236236863e+01,2.960000000000000000e+02,3.189220965652452833e+02
6.246246246246246869e+01,2.960000000000000000e+02,3.188673505363493632e+02
6.256256256256256876e+01,2.960000000000000000e+02,3.188526879566502998e+02
6.266266266266266882e+01,2.960000000000000000e+02,3.187410890442391178e+02
6.276276276276276889e+01,2.960000000000000000e+02,3.187297930453216850e+02
6.286286286286286895e+01,2.960000000000000000e+02,3.186853378111400161e+02
6.296296296296296902e+01,2.960000000000000000e+02,3.185926024554386800e+02
6.306306306306306908e+01,2.960000000000000000e+02,3.187382865439029160e+02
6.316316316316316914e+01,2.960000000000000000e+02,3.187177142234872917e+02
6.326326326326326921e+01,2.960000000000000000e+02,3.187048599426212832e+02
6.336336336336336927e+01,2.960000000000000000e+02,3.188383009819591507e+02
6.346346346346346934e+01,2.960000000000000000e+02,3.188475425035228454e+02
6.356356356356356940e+01,2.960000000000000000e+02,3.188355016601474290e+02
6.366366366366366947e+01,2.960000000000000000e+02,3.189442724813514474e+02
6.376376376376376953e+01,2.960000000000000000e+02,3.191131940509255855e+02
6.386386386386386960e+01,2.960000000000000000e+02,3.190141815428022483e+02
6.396396396396396966e+01,2.960000000000000000e+02,3.189091356656225571e+02
6.406406406406406973e+01,2.960000000000000000e+02,3.188772340541183326e+02
6.416416416416416268e+01,2.960000000000000000e+02,3.188687346794018822e+02
6.426426426426426985e+01,2.960000000000000000e+02,3.188995655038170867e+02
6.436436436436436281e+01,2.960000000000000000e+02,3.187563819491137451e+02
6.446446446446446998e+01,2.960000000000000000e+02,3.188565652697861879e+02
6.456456456456456294e+01,2.960000000000000000e+02,3.188939809958821456e+02
6.466466466466467011e+01,2.960000000000000000e+02,3.187003569244437813e+02
6.476476476476476307e+01,2.960000000000000000e+02,3.187903625631655018e+02
6.486486486486487024e+01,2.960000000000000000e+02,3.188392143861765931e+02
6.496496496496496320e+01,2.960000000000000000e+02,3.188920212401153549e+02
6.506506506506507037e+01,2.960000000000000000e+02,3.187669271850034534e+02
6.516516516516516333e+01,2.960000000000000000e+02,3.187897188326155060e+02
6.526526526526527050e+01,2.960000000000000000e+02,3.187302672303862323e+02
6.536536536536536346e+01,2.960000000000000000e+02,3.189111525628810000e+02
6.546546546546547063e+01,2.960000000000000000e+02,3.188647778394339412e+02
6.556556556556556359e+01,2.960000000000000000e+02,3.188806588184853581e+02
6.566566566566567076e+01,2.960000000000000000e+02,3.188957177327542354e+02
6.576576576576576372e+01,2.960000000000000000e+02,3.189087108524539076e+02
6.586586586586587089e+01,2.960000000000000000e+02,3.187946339915010299e+02
6.596596596596596385e+01,2.960000000000000000e+02,3.188668934312638044e+02
6.606606606606607102e+01,2.960000000000000000e+02,3.188660267303659452e+02
6.616616616616616398e+01,2.960000000000000000e+02,3.189435952278631703e+02
6.626626626626627115e+01,2.960000000000000000e+02,3.189183898157304498e+02
6.636636636636636410e+01,2.960000000000000000e+02,3.190317024338195893e+02
6.646646646646647127e+01,2.960000000000000000e+02,3.188983785981583310e+02
6.656656656656656423e+01,2.960000000000000000e+02,3.190031369017299312e+02
6.666666666666667140e+01,2.960000000000000000e+02,3.190867437242426377e+02
6.676676676676676436e+01,2.960000000000000000e+02,3.189924563771472208e+02
6.686686686686687153e+01,2.960000000000000000e+02,3.190065132421467524e+02
6.696696696696696449e+01,2.960000000000000000e+02,3.190147744566867232e+02
6.706706706706707166e+01,2.960000000000000000e+02,3.191828041153410140e+02
6.716716716716716462e+01,2.960000000000000000e+02,3.190597916409216737e+02
6.726726726726727179e+01,2.960000000000000000e+02,3.190819687881942741e+02
6.736736736736736475e+01,2.960000000000000000e+02,3.190561054145641720e+02
6.746746746746747192e+01,2.960000000000000000e+02,3.189366240409256648e+02
6.756756756756756488e+01,2.960000000000000000e+02,3.189996760272350116e+02
6.766766766766767205e+01,2.960000000000000000e+02,3.191555364069386087e+02
6.776776776776776501e+01,2.960000000000000000e+02,3.193119434062083428e+02
6.786786786786787218e+01,2.960000000000000000e+02,3.191514070585064360e+02
6.796796796796796514e+01,2.960000000000000000e+02,3.192947692672971698e+02
6.806806806806807231e+01,2.960000000000000000e+02,3.190356958428384360e+02
6.816816816816816527e+01,2.960000000000000000e+02,3.190426185273315127e+02
6.826826826826827244e+01,2.960000000000000000e+02,3.190282913565446279e+02
6.836836836836837961e+01,2.960000000000000000e+02,3.188856233235143804e+02
6.846846846846847257e+01,2.960000000000000000e+02,3.189319546697078067e+02
6.856856856856857974e+01,2.960000000000000000e+02,3.189022782898617265e+02
6.866866866866867269e+01,2.960000000000000000e+02,3.187700053116237200e+02
6.876876876876877986e+01,2.960000000000000000e+02,3.186681195076832296e+02
6.886886886886887282e+01,2.960000000000000000e+02,3.186711396615087324e+02
6.896896896896897999e+01,2.960000000000000000e+02,3.185510525300117024e+02
6.906906906906907295e+01,2.960000000000000000e+02,3.186941700483847626e+02
6.916916916916918012e+01,2.960000000000000000e+02,3.187211440845119341e+02
6.926926926926927308e+01,2.960000000000000000e+02,3.186283361669507599e+02
6.936936936936938025e+01,2.960000000000000000e+02,3.186583402777532683e+02
6.946946946946947321e+01,2.960000000000000000e+02,3.187290278808557673e+02
6.956956956956958038e+01,2.960000000000000000e+02,3.188310808462449017e+02
6.966966966966967334e+01,2.960000000000000000e+02,3.187515774701524265e+02
6.976976976976978051e+01,2.960000000000000000e+02,3.188124164517972758e+02
6.986986986986987347e+01,2.960000000000000000e+02,3.188757707798540082e+02
6.996996996996998064e+01,2.960000000000000000e+02,3.188113715884070416e+02
7.007007007007007360e+01,2.960000000000000000e+02,3.188081861745238825e+02
7.017017017017018077e+01,2.960000000000000000e+02,3.188102298455286814e+02
7.027027027027027373e+01,2.960000000000000000e+02,3.188292664441014495e+02
7.037037037037038090e+01,2.960000000000000000e+02,3.189244230026826585e+02
7.047047047047047386e+01,2.960000000000000000e+02,3.189221432197535364e+02
7.057057057057058103e+01,2.960000000000000000e+02,3.188794507027376994e+02
7.067067067067067399e+01,2.960000000000000000e+02,3.190532552714573171e+02
7.077077077077078116e+01,2.960000000000000000e+02,3.188156335039190026e+02
7.087087087087087411e+01,2.960000000000000000e+02,3.188303340904840866e+02
7.097097097097098128e+01,2.960000000000000000e+02,3.188999516038601314e+02
7.107107107107107424e+01,2.960000000000000000e+02,3.191101699760154133e+02
7.117117117117118141e+01,2.960000000000000000e+02,3.191681486754750381e+02
7.127127127127127437e+01,2.960000000000000000e+02,3.190765926335361655e+02
7.137137137137138154e+01,2.960000000000000000e+02,3.191684195611586574e+02
7.147147147147147450e+01,2.960000000000000000e+02,3.189810363536782347e+02
7.157157157157158167e+01,2.960000000000000000e+02,3.191119979443831767e+02
7.167167167167167463e+01,2.960000000000000000e+02,3.191466208802059441e+02
7.177177177177178180e+01,2.960000000000000000e+02,3.191195031638617934e+02
7.187187187187187476e+01,2.960000000000000000e+02,3.189407285446725950e+02
7.197197197197198193e+01,2.960000000000000000e+02,3.189388339292443675e+02
7.207207207207207489e+01,2.960000000000000000e+02,3.189540063825066341e+02
7.217217217217218206e+01,2.960000000000000000e+02,3.187543043280691109e+02
7.227227227227227502e+01,2.960000000000000000e+02,3.189928388629155052e+02
7.237237237237238219e+01,2.960000000000000000e+02,3.190374387486203887e+02
7.247247247247247515e+01,2.960000000000000000e+02,3.191594697449912701e+02
7.257257257257258232e+01,2.960000000000000000e+02,3.191112329058795467e+02
7.267267267267267528e+01,2.960000000000000000e+02,3.191765596708376620e+02
7.277277277277278245e+01,2.960000000000000000e+02,3.191605977861452743e+02
7.287287287287287540e+01,2.960000000000000000e+02,3.191165678228670117e+02
7.297297297297298257e+01,2.960000000000000000e+02,3.191316421974149762e+02
7.307307307307307553e+01,2.960000000000000000e+02,3.191116848580577425e+02
7.317317317317318270e+01,2.960000000000000000e+02,3.189926863560051515e+02
7.327327327327327566e+01,2.960000000000000000e+02,3.186773972522293548e+02
7.337337337337338283e+01,2.960000000000000000e+02,3.187031304320531717e+02
7.347347347347347579e+01,2.960000000000000000e+02,3.186067848746292839e+02
7.357357357357358296e+01,2.960000000000000000e+02,3.187125174806237169e+02
7.367367367367367592e+01,2.960000000000000000e+02,3.188843954349672458e+02
7.377377377377378309e+01,2.960000000000000000e+02,3.188156144859782444e+02
7.387387387387387605e+01,2.960000000000000000e+02,3.188156735321032329e+02
7.397397397397398322e+01,2.960000000000000000e+02,3.188478624271646140e+02
7.407407407407407618e+01,2.960000000000000000e+02,3.189030544600382768e+02
7.417417417417418335e+01,2.960000000000000000e+02,3.188167172058016376e+02
7.427427427427427631e+01,2.960000000000000000e+02,3.188289537800577023e+02
7.437437437437438348e+01,2.960000000000000000e+02,3.190188926952778843e+02
7.447447447447447644e+01,2.960000000000000000e+02,3.190851518143692260e+02
7.457457457457458361e+01,2.960000000000000000e+02,3.189905486624909372e+02
7.467467467467467657e+01,2.960000000000000000e+02,3.188648314942782349e+02
7.477477477477478374e+01,2.960000000000000000e+02,3.189291682353096462e+02
7.487487487487487670e+01,2.960000000000000000e+02,3.189010372279265653e+02
7.497497497497498387e+01,2.960000000000000000e+02,3.189589378381361939e+02
7.507507507507507682e+01,2.990000000000000000e+02,3.195275848221773458e+02
7.517517517517518399e+01,2.990000000000000000e+02,3.199149267597211974e+02
7.527527527527527695e+01,2.990000000000000000e+02,3.203114930193388545e+02
7.537537537537538412e+01,2.990000000000000000e+02,3.208288688871367640e+02
7.547547547547547708e+01,2.990000000000000000e+02,3.210073075939578757e+02
7.557557557557558425e+01,2.990000000000000000e+02,3.213937801444380398e+02
7.567567567567567721e+01,2.990000000000000000e+02,3.216387569354046718e+02
7.577577577577578438e+01,2.990000000000000000e+02,3.218883118953966687e+02
7.587587587587587734e+01,2.990000000000000000e+02,3.219520737234983017e+02
7.597597597597598451e+01,2.990000000000000000e+02,3.220920417950061960e+02
7.607607607607607747e+01,2.990000000000000000e+02,3.223346550684458975e+02
7.617617617617618464e+01,2.990000000000000000e+02,3.226056431383699419e+02
7.627627627627627760e+01,2.990000000000000000e+02,3.224903449141485225e+02
7.637637637637638477e+01,2.990000000000000000e+02,3.224736365305596451e+02
7.647647647647647773e+01,2.990000000000000000e+02,3.224954748902863457e+02
7.657657657657658490e+01,2.990000000000000000e+02,3.225710309085569065e+02
7.667667667667667786e+01,2.990000000000000000e+02,3.225647385910248772e+02
7.677677677677678503e+01,2.990000000000000000e+02,3.226184609844195847e+02
7.687687687687687799e+01,2.990000000000000000e+02,3.228335359914958076e+02
7.697697697697698516e+01,2.990000000000000000e+02,3.228688305629963224e+02
7.707707707707707812e+01,2.990000000000000000e+02,3.229980922107627066e+02
7.717717717717718529e+01,2.990000000000000000e+02,3.230149234840853296e+02
7.727727727727727824e+01,2.990000000000000000e+02,3.231210866382430140e+02
7.737737737737738541e+01,2.990000000000000000e+02,3.231528708374972894e+02
7.747747747747747837e+01,2.990000000000000000e+02,3.231376162513512895e+02
7.757757757757758554e+01,2.990000000000000000e+02,3.233235783340781495e+02
